,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
78,NuNo,0,405,1,0,747,1,0,342,0,0,1710,0,1710
20,xstanfordx,0,2446,120,0,2640,121,0,194,1,0,970,5,975
11,SlackOfDoom,45,1821,177,45,1973,179,0,152,2,0,760,10,770
63,Huuloc,0,643,10,0,779,10,0,136,0,0,680,0,680
50,milleeee,0,804,21,0,929,24,0,125,3,0,625,15,640
10,brokenjade,3,2744,180,3,2831,183,0,87,3,0,435,15,450
41,Dimsa,0,310,32,0,396,36,0,86,4,0,430,20,450
40,didialfeim,0,1236,36,0,1294,36,0,58,0,0,290,0,290
59,Mikey AlThor,0,82,6,0,124,12,0,42,6,0,210,30,240
48,vampirewolfG,1,1149,26,1,1194,26,0,45,0,0,225,0,225
66,MORTI,196,2027,6,196,2072,6,0,45,0,0,225,0,225
53,viktorija,0,316,18,0,357,21,0,41,3,0,205,15,220
5,Theomore,0,1474,214,0,1513,218,0,39,4,0,195,20,215
84,Lord Frost,0,284,0,0,325,0,0,41,0,0,205,0,205
52,EnchantressM,0,1589,21,0,1630,21,0,41,0,0,205,0,205
21,MaceWindujr,1277,2029,104,1277,2065,107,0,36,3,0,180,15,195
13,Klaus Schnee,0,1203,154,0,1235,159,0,32,5,0,160,25,185
64,R1m,0,1892,8,0,1929,8,0,37,0,0,185,0,185
23,17Palad1nOnm,3,1486,82,3,1515,88,0,29,6,0,145,30,175
70,MariaZoe,1,1405,4,1,1440,4,0,35,0,0,175,0,175
71,tiddabeth,0,1032,4,0,1066,4,0,34,0,0,170,0,170
3,EDOX,1631,2021,254,1631,2050,257,0,29,3,0,145,15,160
54,BOrke,0,190,14,0,222,14,0,32,0,0,160,0,160
61,docente,1192,1398,8,1192,1428,10,0,30,2,0,150,10,160
73,Set Ral,0,20,2,0,51,3,0,31,1,0,155,5,160
28,trevers,0,399,71,0,427,75,0,28,4,0,140,20,160
74,Eragon67,1,951,2,1,982,2,0,31,0,0,155,0,155
36,pembaa,0,714,43,0,740,48,0,26,5,0,130,25,155
42,Brooster,0,823,31,0,852,31,0,29,0,0,145,0,145
26,SATNAM1R,0,436,78,0,459,84,0,23,6,0,115,30,145
77,UhtredR,2,1084,1,2,1112,1,0,28,0,0,140,0,140
46,Daessa,0,515,30,0,543,30,0,28,0,0,140,0,140
68,ZENZEY,0,1186,5,0,1214,5,0,28,0,0,140,0,140
35,Wntrking,0,383,48,0,407,52,0,24,4,0,120,20,140
47,Boss X,51,945,27,51,970,29,0,25,2,0,125,10,135
72,Mindaugyno,3,618,4,3,645,4,0,27,0,0,135,0,135
0,King Rale,177,2558,307,177,2579,312,0,21,5,0,105,25,130
16,SEARCHER,1525,1722,136,1525,1742,142,0,20,6,0,100,30,130
86,zui,0,169,0,0,194,0,0,25,0,0,125,0,125
31,Fyre,0,329,63,0,351,66,0,22,3,0,110,15,125
9,mirjan,11,874,185,11,897,187,0,23,2,0,115,10,125
62,Thos,2,955,8,2,978,10,0,23,2,0,115,10,125
44,komyc,2743,1646,30,2743,1670,30,0,24,0,0,120,0,120
58,Lord Lesa,0,182,12,0,206,12,0,24,0,0,120,0,120
19,Maverick,0,691,118,0,709,124,0,18,6,0,90,30,120
67,arcane,0,1203,5,0,1225,6,0,22,1,0,110,5,115
45,Lord Anibal,21,1131,30,21,1154,30,0,23,0,0,115,0,115
14,koddi,6,1173,152,6,1193,155,0,20,3,0,100,15,115
2,Guts Black,2852,1882,262,2852,1899,268,0,17,6,0,85,30,115
83,SERHAT STARK,0,422,0,0,445,0,0,23,0,0,115,0,115
22,Blackrainbow,5,996,100,5,1013,105,0,17,5,0,85,25,110
38,KecIsHere,0,159,36,0,175,42,0,16,6,0,80,30,110
18,Duke Martin,2095,1402,130,2095,1424,130,0,22,0,0,110,0,110
37,Freyyr,0,663,42,0,684,43,0,21,1,0,105,5,110
34,FreyaMaiden,0,727,57,0,749,57,0,22,0,0,110,0,110
82,Foxxy,3265,1581,0,3265,1603,0,0,22,0,0,110,0,110
29,RMonn,0,763,68,0,783,70,0,20,2,0,100,10,110
79,Qkate,0,434,1,0,455,1,0,21,0,0,105,0,105
4,pikabooooo,954,919,221,954,936,225,0,17,4,0,85,20,105
75,sakis111,0,463,2,0,484,2,0,21,0,0,105,0,105
57,Csapek,0,1091,12,0,1112,12,0,21,0,0,105,0,105
60,malimiki,3449,1140,11,3449,1161,11,0,21,0,0,105,0,105
56,Sir Mogque,0,1091,12,0,1112,12,0,21,0,0,105,0,105
17,Dasharath,4896,1303,131,4896,1321,134,0,18,3,0,90,15,105
39,GEERT,868,1432,41,868,1453,41,0,21,0,0,105,0,105
24,12M,1422,1136,86,1422,1154,88,0,18,2,0,90,10,100
51,Skipka,0,448,21,0,467,22,0,19,1,0,95,5,100
6,JohnHawkwood,2018,2079,201,2018,2095,205,0,16,4,0,80,20,100
30,Draakir,0,754,69,0,774,69,0,20,0,0,100,0,100
33,Traksimus,0,291,57,0,307,61,0,16,4,0,80,20,100
8,Wareblade,0,733,186,0,747,191,0,14,5,0,70,25,95
88,Sandra Lady,0,150,0,0,168,0,0,18,0,0,90,0,90
85,KEVA MILEVA,0,191,0,0,209,0,0,18,0,0,90,0,90
12,StankoSRBLFC,1852,1749,175,1852,1766,175,0,17,0,0,85,0,85
7,BuharaShroom,12,1058,188,12,1071,192,0,13,4,0,65,20,85
43,Milos Iva,0,122,31,0,139,31,0,17,0,0,85,0,85
15,Kingsy D,3473,1385,148,3473,1398,151,0,13,3,0,65,15,80
32,SireMuch,4,331,60,4,345,62,0,14,2,0,70,10,80
49,Beha,0,356,23,0,369,25,0,13,2,0,65,10,75
65,NotTodayMate,0,68,7,0,82,7,0,14,0,0,70,0,70
89,variks,0,0,0,0,14,0,0,14,0,0,70,0,70
25,Odr,3,577,82,3,588,84,0,11,2,0,55,10,65
27,SashaM,799,2119,76,799,2131,76,0,12,0,0,60,0,60
69,SFuRak,5836,1735,4,5836,1745,4,0,10,0,0,50,0,50
87,Lilith Lilit,2,166,0,2,175,0,0,9,0,0,45,0,45
93,SArMAT,0,0,0,0,6,0,0,6,0,0,30,0,30
94,GooSE,0,0,0,0,4,0,0,4,0,0,20,0,20
96,Lady Anibas,0,0,0,0,2,0,0,2,0,0,10,0,10
95,RoGue Prince,0,0,0,0,2,0,0,2,0,0,10,0,10
80,Liable1,0,104,1,0,106,1,0,2,0,0,10,0,10
97,bj00,0,0,0,0,1,0,0,1,0,0,5,0,5
1,Lord Gitter,1251,1293,269,1251,1293,269,0,0,0,0,0,0,0
55,buddha6366,845,1335,12,845,1335,12,0,0,0,0,0,0,0
90,jaegerss,0,49,0,0,12,0,0,-37,0,0,-185,0,-185
92,IronPrice,0,48,2,0,7,0,0,-41,-2,0,-205,-10,-215
91,freeze3,0,53,0,0,8,0,0,-45,0,0,-225,0,-225
81,ANASTASIAs,0,145,5,0,12,1,0,-133,-4,0,-665,-20,-685
76,Adijjiiiiiii,0,155,14,0,12,2,0,-143,-12,0,-715,-60,-775
