Player,Curr4,Curr5,Curr_Score,Pre4,Pre5,Prev_Score,Inc_Score
101 1(+0),2199,0,2199.0,0,0,0,2199.0
ips 1(+0),2150,0,2150.0,0,0,0,2150.0
3(+0),1831,0,1831.0,0,0,0,1831.0
a

0(+0),1485,1,1488.0,0,0,0,1488.0
er

26(+0),1213,0,1213.0,0,0,0,1213.0
w 525(+0),1021,0,1021.0,0,0,0,1021.0
S

1(+0),955,0,955.0,0,0,0,955.0
456(+0),738,0,738.0,0,0,0,738.0
1134(+0,669,1,672.0,0,0,0,672.0
21(+0),667,0,667.0,0,0,0,667.0
om

3(+0),661,1,664.0,0,0,0,664.0
ke

0(+0),556,0,556.0,0,0,0,556.0
)an 0(+0),538,0,538.0,0,0,0,538.0
1(+0)
ag,528,0,528.0,0,0,0,528.0
lbY 0(+0),454,0,454.0,0,0,0,454.0
S 0(+0),401,0,401.0,0,0,0,401.0
nm

0(+0),391,0,391.0,0,0,0,391.0
521 0(+0),369,0,369.0,0,0,0,369.0
2(+0),353,0,353.0,0,0,0,353.0
25(+0),351,0,351.0,0,0,0,351.0
sM 0(+0),301,0,301.0,0,0,0,301.0
ell

0(+0),293,0,293.0,0,0,0,293.0
6

0(+0),242,0,242.0,0,0,0,242.0
e

0(+0),227,0,227.0,0,0,0,227.0
s

0(+0),224,0,224.0,0,0,0,224.0
Pori Junior,213,0,213.0,0,0,0,213.0
15(+0),207,0,207.0,0,0,0,207.0
1(+0),201,0,201.0,0,0,0,201.0
led 1(+0),179,0,179.0,0,0,0,179.0
16

0(+0),114,0,114.0,0,0,0,114.0
ROS 0(+0),80,0,80.0,0,0,0,80.0
ble 0(+0),73,0,73.0,0,0,0,73.0
8(+0),60,0,60.0,0,0,0,60.0
88

0(+0),59,0,59.0,0,0,0,59.0
1

137(+0,54,0,54.0,0,0,0,54.0
d

0(+0),35,0,35.0,0,0,0,35.0
N 61(+0),27,0,27.0,0,0,0,27.0
>

0(+0),21,0,21.0,0,0,0,21.0
k

0(+0),19,0,19.0,0,0,0,19.0
z

0(+0),7,0,7.0,0,0,0,7.0
4(+0),5,0,5.0,0,0,0,5.0
er

0(+0),0,1,3.0,0,0,0,3.0
g

0(+0),2,0,2.0,0,0,0,2.0
)

0(+0),0,0,0.0,0,0,0,0.0
0(+0),0,0,0.0,0,0,0,0.0
01

0(+0),0,0,0.0,0,0,0,0.0
Total,,,20185.00,,,0.00,20185.00